,model_path,test_frame_dir,total_patch_count,accuracy,sensitivity,loss,dice_coef,dice_loss,specificity,PA,IoU_Pos,IoU_Neg,mIoU,F1_Score,count_correlation,count_correlation_tvalue,area_correlation,area_correlation_tvalue
0,I:\Unet\v1\v1\notebooks\saved_models\UNet\plumes_normalized_20220111-1442_adam_focalTversky_012_256.h5,I:\Unet\v1\v1\notebooks,468,0.9981001019477844,0.7842062711715698,0.18927139043807983,0.9980039596557617,0.00199601030908525,0.9991887807846069,0.9980725646018982,0.6765077114105225,0.9980644583702087,0.837286114692688,0.8039672374725342,0.0,1.0000000000002385,0.8656473215314093,4.1166394131474316e-142
