,model_path,test_frame_dir,total_patch_count,accuracy,sensitivity,loss,dice_coef,dice_loss,specificity,PA,IoU_Pos,IoU_Neg,mIoU,F1_Score,count_correlation,count_correlation_tvalue,area_correlation,area_correlation_tvalue
0,I:\Unet\v1\v1\notebooks\saved_models\UNet\plumes_normalized_20220106-2216_adam_focalTversky_012_256.h5,I:\Unet\v1\v1\notebooks,548,0.9977720975875854,0.8959949016571045,0.10004705935716629,0.9975225925445557,0.0024774549528956413,0.9989474415779114,0.9977837800979614,0.8207720518112183,0.9977608919143677,0.9092664122581482,0.8998980522155762,0.1772872378891899,2.9953619536845294e-05,0.9751122755453413,0.0
